date,point_id,from_area,to_area,flow_mcm,capacity_mcm
2024-04-13,gipl,PL,LT,3.89,6.5
2024-04-13,klaipeda_lng,GLOBAL,LT,4.49,10.3
2024-04-13,incukalns_ugs,LV,LV,2.91,6.4
2024-04-14,balticconnector,FI,EE,0.0,7.2
2024-04-14,gipl,PL,LT,4.26,6.5
2024-04-14,klaipeda_lng,GLOBAL,LT,6.43,10.3
2024-04-14,incukalns_ugs,LV,LV,3.02,6.4
2024-04-15,balticconnector,FI,EE,0.0,7.2
2024-04-15,gipl,PL,LT,4.36,6.5
2024-04-15,klaipeda_lng,GLOBAL,LT,7.53,10.3
2024-04-15,incukalns_ugs,LV,LV,3.51,6.4
2024-04-16,balticconnector,FI,EE,0.0,7.2
2024-04-16,gipl,PL,LT,3.79,6.5
2024-04-16,klaipeda_lng,GLOBAL,LT,5.13,10.3
2024-04-16,incukalns_ugs,LV,LV,2.88,6.4
2024-04-17,balticconnector,FI,EE,0.0,7.2
2024-04-17,gipl,PL,LT,3.62,6.5
2024-04-17,klaipeda_lng,GLOBAL,LT,6.27,10.3
2024-04-17,incukalns_ugs,LV,LV,2.65,6.4
2024-04-18,balticconnector,FI,EE,0.0,7.2
2024-04-18,gipl,PL,LT,3.97,6.5
2024-04-18,klaipeda_lng,GLOBAL,LT,6.5,10.3
2024-04-18,incukalns_ugs,LV,LV,2.97,6.4
2024-04-19,balticconnector,FI,EE,0.0,7.2
2024-04-19,gipl,PL,LT,3.62,6.5
2024-04-19,klaipeda_lng,GLOBAL,LT,6.7,10.3
2024-04-19,incukalns_ugs,LV,LV,2.44,6.4
2024-04-20,balticconnector,FI,EE,0.0,7.2
2024-04-20,gipl,PL,LT,3.87,6.5
2024-04-20,klaipeda_lng,GLOBAL,LT,5.98,10.3
2024-04-20,incukalns_ugs,LV,LV,3.0,6.4
2024-04-21,balticconnector,FI,EE,0.0,7.2
2024-04-21,gipl,PL,LT,4.07,6.5
2024-04-21,klaipeda_lng,GLOBAL,LT,6.37,10.3
2024-04-21,incukalns_ugs,LV,LV,2.99,6.4
2024-04-22,balticconnector,FI,EE,0.0,7.2
2024-04-22,gipl,PL,LT,3.85,6.5
2024-04-22,klaipeda_lng,GLOBAL,LT,5.76,10.3
2024-04-22,incukalns_ugs,LV,LV,2.82,6.4
2024-04-23,balticconnector,FI,EE,5.39,7.2
2024-04-23,gipl,PL,LT,3.74,6.5
2024-04-23,klaipeda_lng,GLOBAL,LT,6.51,10.3
2024-04-23,incukalns_ugs,LV,LV,3.01,6.4
2024-04-24,balticconnector,FI,EE,4.74,7.2
2024-04-24,gipl,PL,LT,4.25,6.5
2024-04-24,klaipeda_lng,GLOBAL,LT,5.56,10.3
2024-04-24,incukalns_ugs,LV,LV,3.19,6.4
2024-04-25,balticconnector,FI,EE,5.11,7.2
2024-04-25,gipl,PL,LT,3.76,6.5
2024-04-25,klaipeda_lng,GLOBAL,LT,6.32,10.3
2024-04-25,incukalns_ugs,LV,LV,3.16,6.4
2024-04-26,balticconnector,FI,EE,5.58,7.2
2024-04-26,gipl,PL,LT,4.39,6.5
2024-04-26,klaipeda_lng,GLOBAL,LT,6.29,10.3
2024-04-26,incukalns_ugs,LV,LV,2.66,6.4
2024-04-27,balticconnector,FI,EE,6.22,7.2
2024-04-27,gipl,PL,LT,3.44,6.5
2024-04-27,klaipeda_lng,GLOBAL,LT,6.57,10.3
2024-04-27,incukalns_ugs,LV,LV,3.13,6.4
2024-04-28,balticconnector,FI,EE,4.41,7.2
2024-04-28,gipl,PL,LT,3.95,6.5
2024-04-28,klaipeda_lng,GLOBAL,LT,5.95,10.3
2024-04-28,incukalns_ugs,LV,LV,3.39,6.4
2024-04-29,balticconnector,FI,EE,4.64,7.2
2024-04-29,gipl,PL,LT,3.9,6.5
2024-04-29,klaipeda_lng,GLOBAL,LT,4.6,10.3
2024-04-29,incukalns_ugs,LV,LV,3.52,6.4
2024-04-30,balticconnector,FI,EE,4.46,7.2
2024-04-30,gipl,PL,LT,4.13,6.5
2024-04-30,klaipeda_lng,GLOBAL,LT,5.94,10.3
2024-04-30,incukalns_ugs,LV,LV,2.97,6.4
2024-05-01,balticconnector,FI,EE,4.65,7.2
2024-05-01,gipl,PL,LT,4.07,6.5
2024-05-01,klaipeda_lng,GLOBAL,LT,5.25,10.3
2024-05-01,incukalns_ugs,LV,LV,2.75,6.4
2024-05-02,balticconnector,FI,EE,4.41,7.2
2024-05-02,gipl,PL,LT,3.81,6.5
2024-05-02,klaipeda_lng,GLOBAL,LT,4.82,10.3
2024-05-02,incukalns_ugs,LV,LV,2.87,6.4
2024-05-03,balticconnector,FI,EE,4.81,7.2
2024-05-03,gipl,PL,LT,3.83,6.5
2024-05-03,klaipeda_lng,GLOBAL,LT,4.7,10.3
2024-05-03,incukalns_ugs,LV,LV,2.5,6.4
2024-05-04,balticconnector,FI,EE,4.37,7.2
2024-05-04,gipl,PL,LT,2.85,6.5
2024-05-04,klaipeda_lng,GLOBAL,LT,6.06,10.3
2024-05-04,incukalns_ugs,LV,LV,2.55,6.4
2024-05-05,balticconnector,FI,EE,4.39,7.2
2024-05-05,gipl,PL,LT,3.17,6.5
2024-05-05,klaipeda_lng,GLOBAL,LT,4.3,10.3
2024-05-05,incukalns_ugs,LV,LV,2.37,6.4
2024-05-06,balticconnector,FI,EE,4.36,7.2
2024-05-06,gipl,PL,LT,3.67,6.5
2024-05-06,klaipeda_lng,GLOBAL,LT,5.2,10.3
2024-05-06,incukalns_ugs,LV,LV,2.65,6.4
2024-05-07,balticconnector,FI,EE,4.08,7.2
2024-05-07,gipl,PL,LT,3.6,6.5
2024-05-07,klaipeda_lng,GLOBAL,LT,5.99,10.3
2024-05-07,incukalns_ugs,LV,LV,2.76,6.4
2024-05-08,balticconnector,FI,EE,4.65,7.2
2024-05-08,gipl,PL,LT,3.52,6.5
2024-05-08,klaipeda_lng,GLOBAL,LT,4.2,10.3
2024-05-08,incukalns_ugs,LV,LV,2.24,6.4
2024-05-09,balticconnector,FI,EE,4.48,7.2
2024-05-09,gipl,PL,LT,3.4,6.5
2024-05-09,klaipeda_lng,GLOBAL,LT,5.36,10.3
2024-05-09,incukalns_ugs,LV,LV,3.05,6.4
2024-05-10,balticconnector,FI,EE,4.61,7.2
2024-05-10,gipl,PL,LT,3.9,6.5
2024-05-10,klaipeda_lng,GLOBAL,LT,5.16,10.3
2024-05-10,incukalns_ugs,LV,LV,2.31,6.4
2024-05-11,balticconnector,FI,EE,4.22,7.2
2024-05-11,gipl,PL,LT,3.08,6.5
2024-05-11,klaipeda_lng,GLOBAL,LT,6.03,10.3
2024-05-11,incukalns_ugs,LV,LV,2.79,6.4
2024-05-12,balticconnector,FI,EE,4.51,7.2
2024-05-12,gipl,PL,LT,3.89,6.5
2024-05-12,klaipeda_lng,GLOBAL,LT,3.89,10.3
2024-05-12,incukalns_ugs,LV,LV,2.73,6.4
2024-05-13,balticconnector,FI,EE,3.59,7.2
2024-05-13,gipl,PL,LT,3.4,6.5
2024-05-13,klaipeda_lng,GLOBAL,LT,4.91,10.3
2024-05-13,incukalns_ugs,LV,LV,2.75,6.4
2024-05-14,balticconnector,FI,EE,4.36,7.2
2024-05-14,gipl,PL,LT,3.94,6.5
2024-05-14,klaipeda_lng,GLOBAL,LT,4.74,10.3
2024-05-14,incukalns_ugs,LV,LV,2.76,6.4
2024-05-15,balticconnector,FI,EE,4.33,7.2
2024-05-15,gipl,PL,LT,2.75,6.5
2024-05-15,klaipeda_lng,GLOBAL,LT,4.55,10.3
2024-05-15,incukalns_ugs,LV,LV,2.51,6.4
2024-05-16,balticconnector,FI,EE,4.81,7.2
2024-05-16,gipl,PL,LT,3.59,6.5
2024-05-16,klaipeda_lng,GLOBAL,LT,4.4,10.3
2024-05-16,incukalns_ugs,LV,LV,2.51,6.4
2024-05-17,balticconnector,FI,EE,5.26,7.2
2024-05-17,gipl,PL,LT,3.44,6.5
2024-05-17,klaipeda_lng,GLOBAL,LT,4.9,10.3
2024-05-17,incukalns_ugs,LV,LV,2.7,6.4
2024-05-18,balticconnector,FI,EE,4.63,7.2
2024-05-18,gipl,PL,LT,3.22,6.5
2024-05-18,klaipeda_lng,GLOBAL,LT,5.4,10.3
2024-05-18,incukalns_ugs,LV,LV,2.45,6.4
2024-05-19,balticconnector,FI,EE,4.61,7.2
2024-05-19,gipl,PL,LT,3.47,6.5
2024-05-19,klaipeda_lng,GLOBAL,LT,5.39,10.3
2024-05-19,incukalns_ugs,LV,LV,2.32,6.4
2024-05-20,balticconnector,FI,EE,3.84,7.2
2024-05-20,gipl,PL,LT,3.78,6.5
2024-05-20,klaipeda_lng,GLOBAL,LT,5.05,10.3
2024-05-20,incukalns_ugs,LV,LV,2.64,6.4
2024-05-21,balticconnector,FI,EE,4.1,7.2
2024-05-21,gipl,PL,LT,3.76,6.5
2024-05-21,klaipeda_lng,GLOBAL,LT,4.74,10.3
2024-05-21,incukalns_ugs,LV,LV,2.51,6.4
2024-05-22,balticconnector,FI,EE,4.64,7.2
2024-05-22,gipl,PL,LT,3.87,6.5
2024-05-22,klaipeda_lng,GLOBAL,LT,4.79,10.3
2024-05-22,incukalns_ugs,LV,LV,3.14,6.4
2024-05-23,balticconnector,FI,EE,4.41,7.2
2024-05-23,gipl,PL,LT,2.98,6.5
2024-05-23,klaipeda_lng,GLOBAL,LT,5.32,10.3
2024-05-23,incukalns_ugs,LV,LV,2.44,6.4
2024-05-24,balticconnector,FI,EE,4.47,7.2
2024-05-24,gipl,PL,LT,3.38,6.5
2024-05-24,klaipeda_lng,GLOBAL,LT,5.14,10.3
2024-05-24,incukalns_ugs,LV,LV,2.28,6.4
2024-05-25,balticconnector,FI,EE,4.75,7.2
2024-05-25,gipl,PL,LT,2.94,6.5
2024-05-25,klaipeda_lng,GLOBAL,LT,4.43,10.3
2024-05-25,incukalns_ugs,LV,LV,2.66,6.4
2024-05-26,balticconnector,FI,EE,5.05,7.2
2024-05-26,gipl,PL,LT,3.26,6.5
2024-05-26,klaipeda_lng,GLOBAL,LT,5.52,10.3
2024-05-26,incukalns_ugs,LV,LV,2.87,6.4
2024-05-27,balticconnector,FI,EE,4.66,7.2
2024-05-27,gipl,PL,LT,3.28,6.5
2024-05-27,klaipeda_lng,GLOBAL,LT,4.45,10.3
2024-05-27,incukalns_ugs,LV,LV,1.89,6.4
2024-05-28,balticconnector,FI,EE,4.12,7.2
2024-05-28,gipl,PL,LT,3.87,6.5
2024-05-28,klaipeda_lng,GLOBAL,LT,4.43,10.3
2024-05-28,incukalns_ugs,LV,LV,2.76,6.4
2024-05-29,balticconnector,FI,EE,3.77,7.2
2024-05-29,gipl,PL,LT,3.44,6.5
2024-05-29,klaipeda_lng,GLOBAL,LT,5.52,10.3
2024-05-29,incukalns_ugs,LV,LV,2.35,6.4
2024-05-30,balticconnector,FI,EE,4.34,7.2
2024-05-30,gipl,PL,LT,3.23,6.5
2024-05-30,klaipeda_lng,GLOBAL,LT,5.52,10.3
2024-05-30,incukalns_ugs,LV,LV,2.62,6.4
2024-05-31,balticconnector,FI,EE,4.28,7.2
2024-05-31,gipl,PL,LT,4.02,6.5
2024-05-31,klaipeda_lng,GLOBAL,LT,5.5,10.3
2024-05-31,incukalns_ugs,LV,LV,2.34,6.4
2024-06-01,balticconnector,FI,EE,3.66,7.2
2024-06-01,gipl,PL,LT,2.93,6.5
2024-06-01,klaipeda_lng,GLOBAL,LT,4.49,10.3
2024-06-01,incukalns_ugs,LV,LV,2.98,6.4
2024-06-02,balticconnector,FI,EE,3.89,7.2
2024-06-02,gipl,PL,LT,2.15,6.5
2024-06-02,klaipeda_lng,GLOBAL,LT,4.12,10.3
2024-06-02,incukalns_ugs,LV,LV,1.64,6.4
2024-06-03,balticconnector,FI,EE,3.54,7.2
2024-06-03,gipl,PL,LT,2.17,6.5
2024-06-03,klaipeda_lng,GLOBAL,LT,3.92,10.3
2024-06-03,incukalns_ugs,LV,LV,1.76,6.4
2024-06-04,balticconnector,FI,EE,3.89,7.2
2024-06-04,gipl,PL,LT,2.96,6.5
2024-06-04,klaipeda_lng,GLOBAL,LT,4.62,10.3
2024-06-04,incukalns_ugs,LV,LV,2.19,6.4
2024-06-05,balticconnector,FI,EE,3.0,7.2
2024-06-05,gipl,PL,LT,3.17,6.5
2024-06-05,klaipeda_lng,GLOBAL,LT,5.59,10.3
2024-06-05,incukalns_ugs,LV,LV,2.34,6.4
2024-06-06,balticconnector,FI,EE,3.49,7.2
2024-06-06,gipl,PL,LT,2.39,6.5
2024-06-06,klaipeda_lng,GLOBAL,LT,3.9,10.3
2024-06-06,incukalns_ugs,LV,LV,2.36,6.4
2024-06-07,balticconnector,FI,EE,4.24,7.2
2024-06-07,gipl,PL,LT,3.07,6.5
2024-06-07,klaipeda_lng,GLOBAL,LT,4.92,10.3
2024-06-07,incukalns_ugs,LV,LV,2.43,6.4
2024-06-08,balticconnector,FI,EE,3.95,7.2
2024-06-08,gipl,PL,LT,2.7,6.5
2024-06-08,klaipeda_lng,GLOBAL,LT,4.55,10.3
2024-06-08,incukalns_ugs,LV,LV,1.97,6.4
2024-06-09,balticconnector,FI,EE,3.71,7.2
2024-06-09,gipl,PL,LT,3.09,6.5
2024-06-09,klaipeda_lng,GLOBAL,LT,5.45,10.3
2024-06-09,incukalns_ugs,LV,LV,1.83,6.4
2024-06-10,balticconnector,FI,EE,3.94,7.2
2024-06-10,gipl,PL,LT,3.55,6.5
2024-06-10,klaipeda_lng,GLOBAL,LT,4.9,10.3
2024-06-10,incukalns_ugs,LV,LV,2.47,6.4
2024-06-11,balticconnector,FI,EE,3.99,7.2
2024-06-11,gipl,PL,LT,3.48,6.5
2024-06-11,klaipeda_lng,GLOBAL,LT,3.79,10.3
2024-06-11,incukalns_ugs,LV,LV,1.8,6.4
2024-06-12,balticconnector,FI,EE,3.7,7.2
2024-06-12,gipl,PL,LT,2.1,6.5
2024-06-12,klaipeda_lng,GLOBAL,LT,5.18,10.3
2024-06-12,incukalns_ugs,LV,LV,2.59,6.4
2024-06-13,balticconnector,FI,EE,3.48,7.2
2024-06-13,gipl,PL,LT,2.81,6.5
2024-06-13,klaipeda_lng,GLOBAL,LT,4.4,10.3
2024-06-13,incukalns_ugs,LV,LV,2.24,6.4
2024-06-14,balticconnector,FI,EE,3.76,7.2
2024-06-14,gipl,PL,LT,3.18,6.5
2024-06-14,klaipeda_lng,GLOBAL,LT,4.34,10.3
2024-06-14,incukalns_ugs,LV,LV,2.5,6.4
2024-06-15,balticconnector,FI,EE,3.92,7.2
2024-06-15,gipl,PL,LT,2.72,6.5
2024-06-15,klaipeda_lng,GLOBAL,LT,5.24,10.3
2024-06-15,incukalns_ugs,LV,LV,1.81,6.4
2024-06-16,balticconnector,FI,EE,3.65,7.2
2024-06-16,gipl,PL,LT,3.35,6.5
2024-06-16,klaipeda_lng,GLOBAL,LT,4.01,10.3
2024-06-16,incukalns_ugs,LV,LV,2.31,6.4
2024-06-17,balticconnector,FI,EE,3.97,7.2
2024-06-17,gipl,PL,LT,2.62,6.5
2024-06-17,klaipeda_lng,GLOBAL,LT,4.4,10.3
2024-06-17,incukalns_ugs,LV,LV,2.17,6.4
2024-06-18,balticconnector,FI,EE,3.43,7.2
2024-06-18,gipl,PL,LT,3.88,6.5
2024-06-18,klaipeda_lng,GLOBAL,LT,3.98,10.3
2024-06-18,incukalns_ugs,LV,LV,2.52,6.4
2024-06-19,balticconnector,FI,EE,3.5,7.2
2024-06-19,gipl,PL,LT,2.53,6.5
2024-06-19,klaipeda_lng,GLOBAL,LT,4.5,10.3
2024-06-19,incukalns_ugs,LV,LV,2.42,6.4
2024-06-20,balticconnector,FI,EE,4.16,7.2
2024-06-20,gipl,PL,LT,3.59,6.5
2024-06-20,klaipeda_lng,GLOBAL,LT,6.21,10.3
2024-06-20,incukalns_ugs,LV,LV,2.3,6.4
2024-06-21,balticconnector,FI,EE,3.37,7.2
2024-06-21,gipl,PL,LT,3.14,6.5
2024-06-21,klaipeda_lng,GLOBAL,LT,4.28,10.3
2024-06-21,incukalns_ugs,LV,LV,2.5,6.4
2024-06-22,balticconnector,FI,EE,3.05,7.2
2024-06-22,gipl,PL,LT,3.91,6.5
2024-06-22,klaipeda_lng,GLOBAL,LT,4.95,10.3
2024-06-22,incukalns_ugs,LV,LV,1.72,6.4
2024-06-23,balticconnector,FI,EE,3.35,7.2
2024-06-23,gipl,PL,LT,3.29,6.5
2024-06-23,klaipeda_lng,GLOBAL,LT,5.15,10.3
2024-06-23,incukalns_ugs,LV,LV,1.84,6.4
2024-06-24,balticconnector,FI,EE,4.06,7.2
2024-06-24,gipl,PL,LT,2.18,6.5
2024-06-24,klaipeda_lng,GLOBAL,LT,4.39,10.3
2024-06-24,incukalns_ugs,LV,LV,2.55,6.4
2024-06-25,balticconnector,FI,EE,3.43,7.2
2024-06-25,gipl,PL,LT,2.36,6.5
2024-06-25,klaipeda_lng,GLOBAL,LT,4.53,10.3
2024-06-25,incukalns_ugs,LV,LV,2.04,6.4
2024-06-26,balticconnector,FI,EE,4.02,7.2
2024-06-26,gipl,PL,LT,2.61,6.5
2024-06-26,klaipeda_lng,GLOBAL,LT,3.98,10.3
2024-06-26,incukalns_ugs,LV,LV,1.61,6.4
2024-06-27,balticconnector,FI,EE,3.79,7.2
2024-06-27,gipl,PL,LT,2.9,6.5
2024-06-27,klaipeda_lng,GLOBAL,LT,3.73,10.3
2024-06-27,incukalns_ugs,LV,LV,2.28,6.4
2024-06-28,balticconnector,FI,EE,4.21,7.2
2024-06-28,gipl,PL,LT,2.87,6.5
2024-06-28,klaipeda_lng,GLOBAL,LT,4.6,10.3
2024-06-28,incukalns_ugs,LV,LV,2.3,6.4
2024-06-29,balticconnector,FI,EE,3.1,7.2
2024-06-29,gipl,PL,LT,3.78,6.5
2024-06-29,klaipeda_lng,GLOBAL,LT,4.16,10.3
2024-06-29,incukalns_ugs,LV,LV,2.42,6.4
2024-06-30,balticconnector,FI,EE,4.09,7.2
2024-06-30,gipl,PL,LT,2.9,6.5
2024-06-30,klaipeda_lng,GLOBAL,LT,4.81,10.3
2024-06-30,incukalns_ugs,LV,LV,2.29,6.4
2024-07-01,balticconnector,FI,EE,2.79,7.2
2024-07-01,gipl,PL,LT,2.67,6.5
2024-07-01,klaipeda_lng,GLOBAL,LT,3.83,10.3
2024-07-01,incukalns_ugs,LV,LV,1.96,6.4
2024-07-02,balticconnector,FI,EE,2.85,7.2
2024-07-02,gipl,PL,LT,3.25,6.5
2024-07-02,klaipeda_lng,GLOBAL,LT,5.16,10.3
2024-07-02,incukalns_ugs,LV,LV,2.39,6.4
2024-07-03,balticconnector,FI,EE,4.14,7.2
2024-07-03,gipl,PL,LT,2.66,6.5
2024-07-03,klaipeda_lng,GLOBAL,LT,3.82,10.3
2024-07-03,incukalns_ugs,LV,LV,1.87,6.4
2024-07-04,balticconnector,FI,EE,3.82,7.2
2024-07-04,gipl,PL,LT,2.89,6.5
2024-07-04,klaipeda_lng,GLOBAL,LT,4.15,10.3
2024-07-04,incukalns_ugs,LV,LV,2.49,6.4
2024-07-05,balticconnector,FI,EE,3.7,7.2
2024-07-05,gipl,PL,LT,2.46,6.5
2024-07-05,klaipeda_lng,GLOBAL,LT,3.79,10.3
2024-07-05,incukalns_ugs,LV,LV,2.3,6.4
2024-07-06,balticconnector,FI,EE,4.02,7.2
2024-07-06,gipl,PL,LT,3.02,6.5
2024-07-06,klaipeda_lng,GLOBAL,LT,5.34,10.3
2024-07-06,incukalns_ugs,LV,LV,2.59,6.4
2024-07-07,balticconnector,FI,EE,3.72,7.2
2024-07-07,gipl,PL,LT,2.46,6.5
2024-07-07,klaipeda_lng,GLOBAL,LT,3.41,10.3
2024-07-07,incukalns_ugs,LV,LV,1.98,6.4
2024-07-08,balticconnector,FI,EE,3.88,7.2
2024-07-08,gipl,PL,LT,3.53,6.5
2024-07-08,klaipeda_lng,GLOBAL,LT,4.45,10.3
2024-07-08,incukalns_ugs,LV,LV,2.45,6.4
2024-07-09,balticconnector,FI,EE,3.38,7.2
2024-07-09,gipl,PL,LT,3.05,6.5
2024-07-09,klaipeda_lng,GLOBAL,LT,4.69,10.3
2024-07-09,incukalns_ugs,LV,LV,1.51,6.4
2024-07-10,balticconnector,FI,EE,3.29,7.2
2024-07-10,gipl,PL,LT,3.18,6.5
2024-07-10,klaipeda_lng,GLOBAL,LT,4.36,10.3
2024-07-10,incukalns_ugs,LV,LV,1.74,6.4
2024-07-11,balticconnector,FI,EE,2.28,7.2
2024-07-11,gipl,PL,LT,2.65,6.5
2024-07-11,klaipeda_lng,GLOBAL,LT,4.16,10.3
2024-07-11,incukalns_ugs,LV,LV,1.83,6.4
2024-07-12,balticconnector,FI,EE,3.57,7.2
2024-07-12,gipl,PL,LT,3.0,6.5
2024-07-12,klaipeda_lng,GLOBAL,LT,4.6,10.3
2024-07-12,incukalns_ugs,LV,LV,1.39,6.4
2024-07-13,balticconnector,FI,EE,2.84,7.2
2024-07-13,gipl,PL,LT,2.68,6.5
2024-07-13,klaipeda_lng,GLOBAL,LT,4.54,10.3
2024-07-13,incukalns_ugs,LV,LV,2.25,6.4
2024-07-14,balticconnector,FI,EE,3.74,7.2
2024-07-14,gipl,PL,LT,2.65,6.5
2024-07-14,klaipeda_lng,GLOBAL,LT,4.0,10.3
2024-07-14,incukalns_ugs,LV,LV,1.88,6.4
2024-07-15,balticconnector,FI,EE,3.88,7.2
2024-07-15,gipl,PL,LT,2.43,6.5
2024-07-15,klaipeda_lng,GLOBAL,LT,4.71,10.3
2024-07-15,incukalns_ugs,LV,LV,2.16,6.4
2024-07-16,balticconnector,FI,EE,3.48,7.2
2024-07-16,gipl,PL,LT,2.54,6.5
2024-07-16,klaipeda_lng,GLOBAL,LT,3.39,10.3
2024-07-16,incukalns_ugs,LV,LV,1.91,6.4
2024-07-17,balticconnector,FI,EE,3.33,7.2
2024-07-17,gipl,PL,LT,1.85,6.5
2024-07-17,klaipeda_lng,GLOBAL,LT,4.08,10.3
2024-07-17,incukalns_ugs,LV,LV,2.38,6.4
2024-07-18,balticconnector,FI,EE,3.78,7.2
2024-07-18,gipl,PL,LT,2.6,6.5
2024-07-18,klaipeda_lng,GLOBAL,LT,4.23,10.3
2024-07-18,incukalns_ugs,LV,LV,1.93,6.4
2024-07-19,balticconnector,FI,EE,3.57,7.2
2024-07-19,gipl,PL,LT,3.42,6.5
2024-07-19,klaipeda_lng,GLOBAL,LT,4.78,10.3
2024-07-19,incukalns_ugs,LV,LV,2.26,6.4
2024-07-20,balticconnector,FI,EE,3.25,7.2
2024-07-20,gipl,PL,LT,3.1,6.5
2024-07-20,klaipeda_lng,GLOBAL,LT,3.19,10.3
2024-07-20,incukalns_ugs,LV,LV,2.02,6.4
2024-07-21,balticconnector,FI,EE,3.79,7.2
2024-07-21,gipl,PL,LT,3.1,6.5
2024-07-21,klaipeda_lng,GLOBAL,LT,4.6,10.3
2024-07-21,incukalns_ugs,LV,LV,2.19,6.4
2024-07-22,balticconnector,FI,EE,3.4,7.2
2024-07-22,gipl,PL,LT,3.02,6.5
2024-07-22,klaipeda_lng,GLOBAL,LT,3.63,10.3
2024-07-22,incukalns_ugs,LV,LV,1.85,6.4
2024-07-23,balticconnector,FI,EE,3.53,7.2
2024-07-23,gipl,PL,LT,2.87,6.5
2024-07-23,klaipeda_lng,GLOBAL,LT,3.1,10.3
2024-07-23,incukalns_ugs,LV,LV,2.24,6.4
2024-07-24,balticconnector,FI,EE,3.89,7.2
2024-07-24,gipl,PL,LT,2.77,6.5
2024-07-24,klaipeda_lng,GLOBAL,LT,5.62,10.3
2024-07-24,incukalns_ugs,LV,LV,1.9,6.4
2024-07-25,balticconnector,FI,EE,3.32,7.2
2024-07-25,gipl,PL,LT,2.64,6.5
2024-07-25,klaipeda_lng,GLOBAL,LT,4.15,10.3
2024-07-25,incukalns_ugs,LV,LV,2.0,6.4
2024-07-26,balticconnector,FI,EE,2.8,7.2
2024-07-26,gipl,PL,LT,2.58,6.5
2024-07-26,klaipeda_lng,GLOBAL,LT,4.14,10.3
2024-07-26,incukalns_ugs,LV,LV,2.47,6.4
2024-07-27,balticconnector,FI,EE,4.6,7.2
2024-07-27,gipl,PL,LT,3.33,6.5
2024-07-27,klaipeda_lng,GLOBAL,LT,3.73,10.3
2024-07-27,incukalns_ugs,LV,LV,1.89,6.4
2024-07-28,balticconnector,FI,EE,3.42,7.2
2024-07-28,gipl,PL,LT,3.51,6.5
2024-07-28,klaipeda_lng,GLOBAL,LT,4.1,10.3
2024-07-28,incukalns_ugs,LV,LV,1.7,6.4
2024-07-29,balticconnector,FI,EE,3.25,7.2
2024-07-29,gipl,PL,LT,3.1,6.5
2024-07-29,klaipeda_lng,GLOBAL,LT,4.61,10.3
2024-07-29,incukalns_ugs,LV,LV,2.04,6.4
2024-07-30,balticconnector,FI,EE,3.84,7.2
2024-07-30,gipl,PL,LT,1.89,6.5
2024-07-30,klaipeda_lng,GLOBAL,LT,4.26,10.3
2024-07-30,incukalns_ugs,LV,LV,2.36,6.4
2024-07-31,balticconnector,FI,EE,3.08,7.2
2024-07-31,gipl,PL,LT,2.47,6.5
2024-07-31,klaipeda_lng,GLOBAL,LT,3.08,10.3
2024-07-31,incukalns_ugs,LV,LV,2.58,6.4
2024-08-01,balticconnector,FI,EE,3.34,7.2
2024-08-01,gipl,PL,LT,3.06,6.5
2024-08-01,klaipeda_lng,GLOBAL,LT,4.8,10.3
2024-08-01,incukalns_ugs,LV,LV,2.67,6.4
2024-08-02,balticconnector,FI,EE,3.62,7.2
2024-08-02,gipl,PL,LT,2.74,6.5
2024-08-02,klaipeda_lng,GLOBAL,LT,4.54,10.3
2024-08-02,incukalns_ugs,LV,LV,2.61,6.4
2024-08-03,balticconnector,FI,EE,3.62,7.2
2024-08-03,gipl,PL,LT,2.58,6.5
2024-08-03,klaipeda_lng,GLOBAL,LT,3.52,10.3
2024-08-03,incukalns_ugs,LV,LV,1.85,6.4
2024-08-04,balticconnector,FI,EE,4.13,7.2
2024-08-04,gipl,PL,LT,2.83,6.5
2024-08-04,klaipeda_lng,GLOBAL,LT,4.08,10.3
2024-08-04,incukalns_ugs,LV,LV,2.01,6.4
2024-08-05,balticconnector,FI,EE,3.74,7.2
2024-08-05,gipl,PL,LT,2.86,6.5
2024-08-05,klaipeda_lng,GLOBAL,LT,4.28,10.3
2024-08-05,incukalns_ugs,LV,LV,2.63,6.4
2024-08-06,balticconnector,FI,EE,4.47,7.2
2024-08-06,gipl,PL,LT,2.32,6.5
2024-08-06,klaipeda_lng,GLOBAL,LT,4.64,10.3
2024-08-06,incukalns_ugs,LV,LV,1.99,6.4
2024-08-07,balticconnector,FI,EE,3.58,7.2
2024-08-07,gipl,PL,LT,3.08,6.5
2024-08-07,klaipeda_lng,GLOBAL,LT,4.31,10.3
2024-08-07,incukalns_ugs,LV,LV,2.29,6.4
2024-08-08,balticconnector,FI,EE,4.04,7.2
2024-08-08,gipl,PL,LT,3.08,6.5
2024-08-08,klaipeda_lng,GLOBAL,LT,4.05,10.3
2024-08-08,incukalns_ugs,LV,LV,2.03,6.4
2024-08-09,balticconnector,FI,EE,2.98,7.2
2024-08-09,gipl,PL,LT,2.62,6.5
2024-08-09,klaipeda_lng,GLOBAL,LT,5.62,10.3
2024-08-09,incukalns_ugs,LV,LV,1.98,6.4
2024-08-10,balticconnector,FI,EE,3.1,7.2
2024-08-10,gipl,PL,LT,3.09,6.5
2024-08-10,klaipeda_lng,GLOBAL,LT,4.37,10.3
2024-08-10,incukalns_ugs,LV,LV,2.16,6.4
2024-08-11,balticconnector,FI,EE,4.41,7.2
2024-08-11,gipl,PL,LT,3.18,6.5
